"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 24 20:07:06 GMT 2021","Sat Jul 24 20:07:07 GMT 2021","1006","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithIncorrectCvc","Заявка ""Кредит по данным карты"" не отправляется с невалидным значением в поле ""CVC/CVV""",""
"passed","Sat Jul 24 20:05:41 GMT 2021","Sat Jul 24 20:05:51 GMT 2021","9383","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldApprovedWithApprovedCard","Заявка ""Оплата по карте"", заполненная валидными данными карты со статусом Approved успешно одобрена банком",""
"passed","Sat Jul 24 20:04:35 GMT 2021","Sat Jul 24 20:04:38 GMT 2021","2741","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldApprovedCreditByCardIntoDatabase","После успешной заявки ""Купить в кредит"", данные о платеже со статусом APPROVED сохраняются в базе данных",""
"failed","Sat Jul 24 20:05:52 GMT 2021","Sat Jul 24 20:06:02 GMT 2021","10831","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithCyrillicOwner","Заявка ""Оплата по карте"" не отправляется с символами на кириллице в поле ""Владелец""",""
"failed","Sat Jul 24 20:05:22 GMT 2021","Sat Jul 24 20:05:32 GMT 2021","9634","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithTooSmallMonth","Заявка ""Оплата по карте"" не отправляется со значением месяца, меньше ""01"", в поле ""Месяц""",""
"passed","Sat Jul 24 20:06:04 GMT 2021","Sat Jul 24 20:06:05 GMT 2021","1027","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithNextPeriod","Заявка ""Кредит по данным карты"" не отправляется со значением года далекого будущего периода в поле ""Год""",""
"failed","Sat Jul 24 20:06:05 GMT 2021","Sat Jul 24 20:06:24 GMT 2021","19790","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldDeclinedWithDeclinedCard","Заявка ""Кредит по данным карты"", заполненная данными карты со статусом Declined отклонена банком",""
"failed","Sat Jul 24 20:06:29 GMT 2021","Sat Jul 24 20:06:34 GMT 2021","5217","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotVisibleValidatedErrorsAfterFillValidData","Ошибки валидации не отображаются при заполнении полей валидными данными",""
"failed","Sat Jul 24 20:04:57 GMT 2021","Sat Jul 24 20:05:12 GMT 2021","14920","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldDeclinedWithDeclinedCard","Заявка ""Оплата по карте"", заполненная данными карты со статусом Declined отклонена банком",""
"failed","Sat Jul 24 20:06:24 GMT 2021","Sat Jul 24 20:06:29 GMT 2021","4595","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendEmptyFields","Пустая форма заявки ""Кредит по данным карты"" не отправляется в банк",""
"passed","Sat Jul 24 20:06:47 GMT 2021","Sat Jul 24 20:06:56 GMT 2021","9186","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldDeclinedWithInvalidCard","Заявка ""Кредит по данным карты"", заполненная невалидными данными карты, отклонена банком",""
"passed","Sat Jul 24 20:06:56 GMT 2021","Sat Jul 24 20:06:57 GMT 2021","1018","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithTooBigMonth","Заявка ""Кредит по данным карты"" не отправляется со значением месяца, больше ""12"", в поле ""Месяц""",""
"passed","Sat Jul 24 20:05:51 GMT 2021","Sat Jul 24 20:05:52 GMT 2021","917","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithIncorrectCvc","Заявка ""Оплата по карте"" не отправляется с невалидным значением в поле ""CVC/CVV""",""
"passed","Sat Jul 24 20:06:57 GMT 2021","Sat Jul 24 20:06:58 GMT 2021","977","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithPastPeriod","Заявка ""Кредит по данным карты"" не отправляется со значением года прошлого периода в поле ""Год""",""
"passed","Sat Jul 24 20:07:26 GMT 2021","Sat Jul 24 20:07:26 GMT 2021","113","","ru.netology.cases.MainPageTest","","ru.netology.cases.MainPageTest","shouldOpenOnLocalhost","Страница ""Путешествие дня"" доступна по адресу localhost:8080",""
"passed","Sat Jul 24 20:07:21 GMT 2021","Sat Jul 24 20:07:22 GMT 2021","918","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithShortCardNumber","Заявка ""Кредит по данным карты"" не отправляется с невалидным значением в поле ""Номер карты""",""
"passed","Sat Jul 24 20:04:22 GMT 2021","Sat Jul 24 20:04:27 GMT 2021","4710","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldApprovedOrderByCardIntoDatabase","После успешной заявки ""Оплата по карте"", данные о платеже со статусом APPROVED сохраняются в базе данных",""
"failed","Sat Jul 24 20:07:07 GMT 2021","Sat Jul 24 20:07:21 GMT 2021","13163","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithCyrillicOwner","Заявка ""Кредит по данным карты"" не отправляется с символами на кириллице в поле ""Владелец""",""
"failed","Sat Jul 24 20:05:12 GMT 2021","Sat Jul 24 20:05:17 GMT 2021","4717","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendEmptyFields","Пустая форма заявки ""Оплата по карте"" не отправляется в банк",""
"passed","Sat Jul 24 20:05:40 GMT 2021","Sat Jul 24 20:05:41 GMT 2021","925","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithPastPeriod","Заявка ""Оплата по карте"" не отправляется со значением года прошлого периода в поле ""Год""",""
"passed","Sat Jul 24 20:05:39 GMT 2021","Sat Jul 24 20:05:40 GMT 2021","1012","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithTooBigMonth","Заявка ""Оплата по карте"" не отправляется со значением месяца, больше ""12"", в поле ""Месяц""",""
"passed","Sat Jul 24 20:06:02 GMT 2021","Sat Jul 24 20:06:04 GMT 2021","1170","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithShortCardNumber","Заявка ""Оплата по карте"" не отправляется с невалидным значением в поле ""Номер карты""",""
