"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 24 19:47:30 GMT 2021","Sat Jul 24 19:47:42 GMT 2021","11399","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldApprovedOrderByCardIntoDatabase","После успешной заявки ""Оплата по карте"", данные о платеже со статусом APPROVED сохраняются в базе данных",""
"failed","Sat Jul 24 19:49:23 GMT 2021","Sat Jul 24 19:49:28 GMT 2021","4577","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendEmptyFields","Пустая форма заявки ""Кредит по данным карты"" не отправляется в банк",""
"failed","Sat Jul 24 19:49:55 GMT 2021","Sat Jul 24 19:50:07 GMT 2021","12632","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithCyrillicOwner","Заявка ""Кредит по данным карты"" не отправляется с символами на кириллице в поле ""Владелец""",""
"passed","Sat Jul 24 19:48:44 GMT 2021","Sat Jul 24 19:48:45 GMT 2021","810","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithPastPeriod","Заявка ""Оплата по карте"" не отправляется со значением года прошлого периода в поле ""Год""",""
"passed","Sat Jul 24 19:48:43 GMT 2021","Sat Jul 24 19:48:44 GMT 2021","798","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithTooBigMonth","Заявка ""Оплата по карте"" не отправляется со значением месяца, больше ""12"", в поле ""Месяц""",""
"passed","Sat Jul 24 19:48:41 GMT 2021","Sat Jul 24 19:48:43 GMT 2021","2273","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldDeclinedWithInvalidCard","Заявка ""Оплата по карте"", заполненная невалидными данными карты, отклонена банком",""
"failed","Sat Jul 24 19:49:33 GMT 2021","Sat Jul 24 19:49:43 GMT 2021","9682","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithTooSmallMonth","Заявка ""Кредит по данным карты"" не отправляется со значением месяца, меньше ""01"", в поле ""Месяц""",""
"failed","Sat Jul 24 19:49:28 GMT 2021","Sat Jul 24 19:49:33 GMT 2021","5164","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotVisibleValidatedErrorsAfterFillValidData","Ошибки валидации не отображаются при заполнении полей валидными данными",""
"failed","Sat Jul 24 19:47:42 GMT 2021","Sat Jul 24 19:47:46 GMT 2021","3982","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldEqualsAmountsApprovedCreditByCardIntoDatabase","После успешной заявки ""Купить в кредит"" сумма платежа равна сумме платежа в базе данных",""
"passed","Sat Jul 24 19:48:05 GMT 2021","Sat Jul 24 19:48:07 GMT 2021","2099","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldStoreDeclinedCreditByCardIntoDatabase","После отклоненной заявки ""Купить в кредит"", данные о заявке со статусом DECLINED сохраняются в базе данных",""
"passed","Sat Jul 24 19:49:47 GMT 2021","Sat Jul 24 19:49:48 GMT 2021","764","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithPastPeriod","Заявка ""Кредит по данным карты"" не отправляется со значением года прошлого периода в поле ""Год""",""
"passed","Sat Jul 24 19:49:01 GMT 2021","Sat Jul 24 19:49:02 GMT 2021","1006","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithShortCardNumber","Заявка ""Оплата по карте"" не отправляется с невалидным значением в поле ""Номер карты""",""
"passed","Sat Jul 24 19:47:11 GMT 2021","Sat Jul 24 19:47:30 GMT 2021","19323","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldStoreDeclinedOrderByCardIntoDatabase","После отклоненной заявки ""Оплата по карте"", данные о заявке со статусом DECLINED сохраняются в базе данных",""
"passed","Sat Jul 24 19:48:45 GMT 2021","Sat Jul 24 19:48:50 GMT 2021","4988","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldApprovedWithApprovedCard","Заявка ""Оплата по карте"", заполненная валидными данными карты со статусом Approved успешно одобрена банком",""
"failed","Sat Jul 24 19:48:51 GMT 2021","Sat Jul 24 19:49:01 GMT 2021","9650","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithCyrillicOwner","Заявка ""Оплата по карте"" не отправляется с символами на кириллице в поле ""Владелец""",""
"passed","Sat Jul 24 19:49:02 GMT 2021","Sat Jul 24 19:49:02 GMT 2021","844","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithNextPeriod","Заявка ""Кредит по данным карты"" не отправляется со значением года далекого будущего периода в поле ""Год""",""
"passed","Sat Jul 24 19:49:46 GMT 2021","Sat Jul 24 19:49:47 GMT 2021","796","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithTooBigMonth","Заявка ""Кредит по данным карты"" не отправляется со значением месяца, больше ""12"", в поле ""Месяц""",""
"failed","Sat Jul 24 19:48:26 GMT 2021","Sat Jul 24 19:48:31 GMT 2021","5038","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotVisibleValidatedErrorsAfterFillValidData","Ошибки валидации не отображаются при заполнении полей валидными данными",""
"passed","Sat Jul 24 19:49:48 GMT 2021","Sat Jul 24 19:49:54 GMT 2021","6346","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldApprovedWithApprovedCard","Заявка ""Кредит по данным карты"", заполненная валидными данными карты со статусом Approved успешно одобрена банком",""
"passed","Sat Jul 24 19:50:07 GMT 2021","Sat Jul 24 19:50:08 GMT 2021","824","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithShortCardNumber","Заявка ""Кредит по данным карты"" не отправляется с невалидным значением в поле ""Номер карты""",""
"passed","Sat Jul 24 19:48:07 GMT 2021","Sat Jul 24 19:48:08 GMT 2021","885","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithNextPeriod","Заявка ""Оплата по карте"" не отправляется со значением года далекого будущего периода в поле ""Год""",""
"failed","Sat Jul 24 19:49:02 GMT 2021","Sat Jul 24 19:49:23 GMT 2021","20999","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldDeclinedWithDeclinedCard","Заявка ""Кредит по данным карты"", заполненная данными карты со статусом Declined отклонена банком",""
