"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 23 14:15:47 GMT 2021","Fri Jul 23 14:15:51 GMT 2021","4222","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldStoreDeclinedCreditByCardIntoDatabase","После отклоненной заявки ""Купить в кредит"", данные о заявке со статусом DECLINED сохраняются в базе данных",""
"failed","Fri Jul 23 14:16:13 GMT 2021","Fri Jul 23 14:16:18 GMT 2021","5350","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotVisibleValidatedErrorsAfterFillValidData","Ошибки валидации не отображаются при заполнении полей валидными данными",""
"failed","Fri Jul 23 14:16:54 GMT 2021","Fri Jul 23 14:17:09 GMT 2021","14982","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithCyrillicOwner","Заявка ""Оплата по карте"" не отправляется с символами на кириллице в поле ""Владелец""",""
"passed","Fri Jul 23 14:16:41 GMT 2021","Fri Jul 23 14:16:42 GMT 2021","970","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithTooBigMonth","Заявка ""Оплата по карте"" не отправляется со значением месяца, больше ""12"", в поле ""Месяц""",""
"passed","Fri Jul 23 14:18:00 GMT 2021","Fri Jul 23 14:18:09 GMT 2021","9000","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldApprovedWithApprovedCard","Заявка ""Кредит по данным карты"", заполненная валидными данными карты со статусом Approved успешно одобрена банком",""
"failed","Fri Jul 23 14:17:30 GMT 2021","Fri Jul 23 14:17:35 GMT 2021","4689","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendEmptyFields","Пустая форма заявки ""Кредит по данным карты"" не отправляется в банк",""
"passed","Fri Jul 23 14:17:52 GMT 2021","Fri Jul 23 14:17:59 GMT 2021","6731","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldDeclinedWithInvalidCard","Заявка ""Кредит по данным карты"", заполненная невалидными данными карты, отклонена банком",""
"failed","Fri Jul 23 14:17:35 GMT 2021","Fri Jul 23 14:17:40 GMT 2021","5280","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotVisibleValidatedErrorsAfterFillValidData","Ошибки валидации не отображаются при заполнении полей валидными данными",""
"failed","Fri Jul 23 14:17:11 GMT 2021","Fri Jul 23 14:17:30 GMT 2021","18780","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldDeclinedWithDeclinedCard","Заявка ""Кредит по данным карты"", заполненная данными карты со статусом Declined отклонена банком",""
"passed","Fri Jul 23 14:17:59 GMT 2021","Fri Jul 23 14:17:59 GMT 2021","894","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithTooBigMonth","Заявка ""Кредит по данным карты"" не отправляется со значением месяца, больше ""12"", в поле ""Месяц""",""
"passed","Fri Jul 23 14:16:33 GMT 2021","Fri Jul 23 14:16:41 GMT 2021","7993","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldDeclinedWithInvalidCard","Заявка ""Оплата по карте"", заполненная невалидными данными карты, отклонена банком",""
"failed","Fri Jul 23 14:18:21 GMT 2021","Fri Jul 23 14:18:26 GMT 2021","4289","","ru.netology.cases.MainPageTest","","ru.netology.cases.MainPageTest","shouldCorrectPresentation","Презентация главной страницы",""
"passed","Fri Jul 23 14:18:26 GMT 2021","Fri Jul 23 14:18:26 GMT 2021","78","","ru.netology.cases.MainPageTest","","ru.netology.cases.MainPageTest","shouldOpenOnLocalhost","Страница ""Путешествие дня"" доступна по адресу localhost:8080",""
"passed","Fri Jul 23 14:17:09 GMT 2021","Fri Jul 23 14:17:11 GMT 2021","1220","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithShortCardNumber","Заявка ""Оплата по карте"" не отправляется с невалидным значением в поле ""Номер карты""",""
"failed","Fri Jul 23 14:15:23 GMT 2021","Fri Jul 23 14:15:33 GMT 2021","10128","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldEqualsAmountsApprovedCreditByCardIntoDatabase","После успешной заявки ""Купить в кредит"" сумма платежа равна сумме платежа в базе данных",""
"failed","Fri Jul 23 14:15:42 GMT 2021","Fri Jul 23 14:15:47 GMT 2021","5075","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldEqualsAmountsApprovedOrderByCardIntoDatabase","После успешной заявки ""Оплата по карте"" сумма платежа равна сумме платежа в базе данных",""
"passed","Fri Jul 23 14:17:59 GMT 2021","Fri Jul 23 14:18:00 GMT 2021","944","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithPastPeriod","Заявка ""Кредит по данным карты"" не отправляется со значением года прошлого периода в поле ""Год""",""
"passed","Fri Jul 23 14:15:33 GMT 2021","Fri Jul 23 14:15:42 GMT 2021","9325","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldApprovedCreditByCardIntoDatabase","После успешной заявки ""Купить в кредит"", данные о платеже со статусом APPROVED сохраняются в базе данных",""
"failed","Fri Jul 23 14:17:40 GMT 2021","Fri Jul 23 14:17:52 GMT 2021","11528","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithTooSmallMonth","Заявка ""Кредит по данным карты"" не отправляется со значением месяца, меньше ""01"", в поле ""Месяц""",""
"passed","Fri Jul 23 14:18:09 GMT 2021","Fri Jul 23 14:18:11 GMT 2021","1281","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithIncorrectCvc","Заявка ""Кредит по данным карты"" не отправляется с невалидным значением в поле ""CVC/CVV""",""
"failed","Fri Jul 23 14:16:08 GMT 2021","Fri Jul 23 14:16:13 GMT 2021","4754","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendEmptyFields","Пустая форма заявки ""Оплата по карте"" не отправляется в банк",""
"passed","Fri Jul 23 14:14:57 GMT 2021","Fri Jul 23 14:15:16 GMT 2021","18713","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldStoreDeclinedOrderByCardIntoDatabase","После отклоненной заявки ""Оплата по карте"", данные о заявке со статусом DECLINED сохраняются в базе данных",""
