"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 27 16:13:22 GMT 2021","Tue Jul 27 16:13:23 GMT 2021","1105","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithShortCardNumber","Заявка ""Оплата по карте"" не отправляется с невалидным значением в поле ""Номер карты""",""
"passed","Tue Jul 27 16:13:09 GMT 2021","Tue Jul 27 16:13:10 GMT 2021","1029","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithIncorrectCvc","Заявка ""Оплата по карте"" не отправляется с невалидным значением в поле ""CVC/CVV""",""
"failed","Tue Jul 27 16:11:46 GMT 2021","Tue Jul 27 16:11:52 GMT 2021","5687","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldEqualsAmountsApprovedCreditByCardIntoDatabase","После успешной заявки ""Купить в кредит"" сумма платежа равна сумме платежа в базе данных",""
"failed","Tue Jul 27 16:12:27 GMT 2021","Tue Jul 27 16:12:32 GMT 2021","4686","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendEmptyFields","Пустая форма заявки ""Оплата по карте"" не отправляется в банк",""
"passed","Tue Jul 27 16:12:58 GMT 2021","Tue Jul 27 16:12:59 GMT 2021","1098","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithPastPeriod","Заявка ""Оплата по карте"" не отправляется со значением года прошлого периода в поле ""Год""",""
"failed","Tue Jul 27 16:12:32 GMT 2021","Tue Jul 27 16:12:37 GMT 2021","5221","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotVisibleValidatedErrorsAfterFillValidData","Ошибки валидации не отображаются при заполнении полей валидными данными",""
"failed","Tue Jul 27 16:13:25 GMT 2021","Tue Jul 27 16:13:39 GMT 2021","14610","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldDeclinedWithDeclinedCard","Заявка ""Кредит по данным карты"", заполненная данными карты со статусом Declined отклонена банком",""
"passed","Tue Jul 27 16:14:29 GMT 2021","Tue Jul 27 16:14:31 GMT 2021","1310","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithShortCardNumber","Заявка ""Кредит по данным карты"" не отправляется с невалидным значением в поле ""Номер карты""",""
"passed","Tue Jul 27 16:11:22 GMT 2021","Tue Jul 27 16:11:35 GMT 2021","13637","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldStoreDeclinedOrderByCardIntoDatabase","После отклоненной заявки ""Оплата по карте"", данные о заявке со статусом DECLINED сохраняются в базе данных",""
"passed","Tue Jul 27 16:12:09 GMT 2021","Tue Jul 27 16:12:10 GMT 2021","1124","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithNextPeriod","Заявка ""Оплата по карте"" не отправляется со значением года далекого будущего периода в поле ""Год""",""
"passed","Tue Jul 27 16:13:59 GMT 2021","Tue Jul 27 16:14:08 GMT 2021","9046","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldDeclinedWithInvalidCard","Заявка ""Кредит по данным карты"", заполненная невалидными данными карты, отклонена банком",""
"passed","Tue Jul 27 16:13:23 GMT 2021","Tue Jul 27 16:13:25 GMT 2021","1095","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithNextPeriod","Заявка ""Кредит по данным карты"" не отправляется со значением года далекого будущего периода в поле ""Год""",""
"failed","Tue Jul 27 16:12:37 GMT 2021","Tue Jul 27 16:12:50 GMT 2021","12779","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithTooSmallMonth","Заявка ""Оплата по карте"" не отправляется со значением месяца, меньше ""01"", в поле ""Месяц""",""
"passed","Tue Jul 27 16:12:50 GMT 2021","Tue Jul 27 16:12:57 GMT 2021","7309","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldDeclinedWithInvalidCard","Заявка ""Оплата по карте"", заполненная невалидными данными карты, отклонена банком",""
"passed","Tue Jul 27 16:11:35 GMT 2021","Tue Jul 27 16:11:46 GMT 2021","10642","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldApprovedOrderByCardIntoDatabase","После успешной заявки ""Оплата по карте"", данные о платеже со статусом APPROVED сохраняются в базе данных",""
"failed","Tue Jul 27 16:13:39 GMT 2021","Tue Jul 27 16:13:44 GMT 2021","4686","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendEmptyFields","Пустая форма заявки ""Кредит по данным карты"" не отправляется в банк",""
"passed","Tue Jul 27 16:12:59 GMT 2021","Tue Jul 27 16:13:09 GMT 2021","10113","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldApprovedWithApprovedCard","Заявка ""Оплата по карте"", заполненная валидными данными карты со статусом Approved успешно одобрена банком",""
"passed","Tue Jul 27 16:12:02 GMT 2021","Tue Jul 27 16:12:09 GMT 2021","6257","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldStoreDeclinedCreditByCardIntoDatabase","После отклоненной заявки ""Купить в кредит"", данные о заявке со статусом DECLINED сохраняются в базе данных",""
"failed","Tue Jul 27 16:14:31 GMT 2021","Tue Jul 27 16:14:35 GMT 2021","4338","","ru.netology.cases.MainPageTest","","ru.netology.cases.MainPageTest","shouldCorrectPresentation","Презентация главной страницы",""
"passed","Tue Jul 27 16:12:57 GMT 2021","Tue Jul 27 16:12:58 GMT 2021","1057","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithTooBigMonth","Заявка ""Оплата по карте"" не отправляется со значением месяца, больше ""12"", в поле ""Месяц""",""
"failed","Tue Jul 27 16:13:10 GMT 2021","Tue Jul 27 16:13:22 GMT 2021","12067","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithCyrillicOwner","Заявка ""Оплата по карте"" не отправляется с символами на кириллице в поле ""Владелец""",""
"passed","Tue Jul 27 16:14:08 GMT 2021","Tue Jul 27 16:14:09 GMT 2021","1094","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithTooBigMonth","Заявка ""Кредит по данным карты"" не отправляется со значением месяца, больше ""12"", в поле ""Месяц""",""
