"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jul 22 17:40:03 GMT 2021","Thu Jul 22 17:40:08 GMT 2021","4831","","ru.netology.cases.OrderByCredit","","ru.netology.cases.OrderByCredit","shouldNotSendEmptyFields","Пустая форма заявки ""Кредит по данным карты"" не отправляется в банк",""
"passed","Thu Jul 22 17:39:41 GMT 2021","Thu Jul 22 17:39:42 GMT 2021","982","","ru.netology.cases.OrderByCredit","","ru.netology.cases.OrderByCredit","shouldNotSendWithNextPeriod","Заявка ""Кредит по данным карты"" не отправляется со значением года далекого будущего периода в поле ""Год""",""
"failed","Thu Jul 22 17:38:35 GMT 2021","Thu Jul 22 17:38:44 GMT 2021","9205","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldApprovedCreditByCardIntoDatabase","После успешной заявки ""Купить в кредит"", данные о платеже со статусом APPROVED сохраняются в базе данных",""
"failed","Thu Jul 22 17:40:29 GMT 2021","Thu Jul 22 17:40:34 GMT 2021","5201","","ru.netology.cases.OrderByCredit","","ru.netology.cases.OrderByCredit","shouldNotSendWithCyrillicOwner","Заявка ""Кредит по данным карты"" не отправляется с символами на кириллице в поле ""Владелец""",""
"passed","Thu Jul 22 17:39:31 GMT 2021","Thu Jul 22 17:39:34 GMT 2021","3455","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldApprovedWithApprovedCard","Заявка ""Оплата по карте"", заполненная валидными данными карты со статусом Approved успешно одобрена банком",""
"failed","Thu Jul 22 17:38:50 GMT 2021","Thu Jul 22 17:39:11 GMT 2021","20964","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldDeclinedWithDeclinedCard","Заявка ""Оплата по карте"", заполненная данными карты со статусом Declined отклонена банком",""
"passed","Thu Jul 22 17:40:22 GMT 2021","Thu Jul 22 17:40:23 GMT 2021","1087","","ru.netology.cases.OrderByCredit","","ru.netology.cases.OrderByCredit","shouldNotSendWithTooBigMonth","Заявка ""Кредит по данным карты"" не отправляется со значением месяца, больше ""12"", в поле ""Месяц""",""
"passed","Thu Jul 22 17:40:34 GMT 2021","Thu Jul 22 17:40:35 GMT 2021","846","","ru.netology.cases.OrderByCredit","","ru.netology.cases.OrderByCredit","shouldNotSendWithShortCardNumber","Заявка ""Кредит по данным карты"" не отправляется с невалидным значением в поле ""Номер карты""",""
"passed","Thu Jul 22 17:40:39 GMT 2021","Thu Jul 22 17:40:39 GMT 2021","114","","ru.netology.cases.MainPageTest","","ru.netology.cases.MainPageTest","shouldOpenOnLocalhost","Страница ""Путешествие дня"" доступна по адресу localhost:8080",""
"failed","Thu Jul 22 17:39:11 GMT 2021","Thu Jul 22 17:39:16 GMT 2021","4660","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendEmptyFields","Пустая форма заявки ""Оплата по карте"" не отправляется в банк",""
"passed","Thu Jul 22 17:39:21 GMT 2021","Thu Jul 22 17:39:29 GMT 2021","8175","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldDeclinedWithInvalidCard","Заявка ""Оплата по карте"", заполненная невалидными данными карты, отклонена банком",""
"passed","Thu Jul 22 17:40:13 GMT 2021","Thu Jul 22 17:40:22 GMT 2021","8650","","ru.netology.cases.OrderByCredit","","ru.netology.cases.OrderByCredit","shouldDeclinedWithInvalidCard","Заявка ""Кредит по данным карты"", заполненная невалидными данными карты, отклонена банком",""
"failed","Thu Jul 22 17:39:42 GMT 2021","Thu Jul 22 17:40:03 GMT 2021","21125","","ru.netology.cases.OrderByCredit","","ru.netology.cases.OrderByCredit","shouldDeclinedWithDeclinedCard","Заявка ""Кредит по данным карты"", заполненная данными карты со статусом Declined отклонена банком",""
"passed","Thu Jul 22 17:39:40 GMT 2021","Thu Jul 22 17:39:41 GMT 2021","861","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithShortCardNumber","Заявка ""Оплата по карте"" не отправляется с невалидным значением в поле ""Номер карты""",""
"passed","Thu Jul 22 17:39:29 GMT 2021","Thu Jul 22 17:39:30 GMT 2021","892","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithTooBigMonth","Заявка ""Оплата по карте"" не отправляется со значением месяца, больше ""12"", в поле ""Месяц""",""
"failed","Thu Jul 22 17:40:35 GMT 2021","Thu Jul 22 17:40:39 GMT 2021","4376","","ru.netology.cases.MainPageTest","","ru.netology.cases.MainPageTest","shouldCorrectPresentation","Презентация главной страницы",""
"passed","Thu Jul 22 17:39:34 GMT 2021","Thu Jul 22 17:39:35 GMT 2021","901","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithIncorrectCvc","Заявка ""Оплата по карте"" не отправляется с невалидным значением в поле ""CVC/CVV""",""
"failed","Thu Jul 22 17:39:16 GMT 2021","Thu Jul 22 17:39:21 GMT 2021","5263","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithTooSmallMonth","Заявка ""Оплата по карте"" не отправляется со значением месяца, меньше ""01"", в поле ""Месяц""",""
