"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 23 11:43:00 GMT 2021","Fri Jul 23 11:43:11 GMT 2021","10209","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldApprovedWithApprovedCard","Заявка ""Оплата по карте"", заполненная валидными данными карты со статусом Approved успешно одобрена банком",""
"failed","Fri Jul 23 11:41:16 GMT 2021","Fri Jul 23 11:41:23 GMT 2021","6524","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldEqualsAmountsApprovedCreditByCardIntoDatabase","После успешной заявки ""Купить в кредит"" сумма платежа равна сумме платежа в базе данных",""
"passed","Fri Jul 23 11:43:11 GMT 2021","Fri Jul 23 11:43:12 GMT 2021","923","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithIncorrectCvc","Заявка ""Оплата по карте"" не отправляется с невалидным значением в поле ""CVC/CVV""",""
"passed","Fri Jul 23 11:44:00 GMT 2021","Fri Jul 23 11:44:07 GMT 2021","7602","","ru.netology.cases.OrderByCredit","","ru.netology.cases.OrderByCredit","shouldDeclinedWithInvalidCard","Заявка ""Кредит по данным карты"", заполненная невалидными данными карты, отклонена банком",""
"passed","Fri Jul 23 11:40:58 GMT 2021","Fri Jul 23 11:41:11 GMT 2021","13836","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldStoreDeclinedOrderByCardIntoDatabase","После отклоненной заявки ""Оплата по карте"", данные о заявке со статусом DECLINED сохраняются в базе данных",""
"failed","Fri Jul 23 11:43:50 GMT 2021","Fri Jul 23 11:43:55 GMT 2021","4780","","ru.netology.cases.OrderByCredit","","ru.netology.cases.OrderByCredit","shouldNotSendEmptyFields","Пустая форма заявки ""Кредит по данным карты"" не отправляется в банк",""
"failed","Fri Jul 23 11:42:43 GMT 2021","Fri Jul 23 11:42:48 GMT 2021","4509","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendEmptyFields","Пустая форма заявки ""Оплата по карте"" не отправляется в банк",""
"failed","Fri Jul 23 11:42:12 GMT 2021","Fri Jul 23 11:42:43 GMT 2021","30929","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldDeclinedWithDeclinedCard","Заявка ""Оплата по карте"", заполненная данными карты со статусом Declined отклонена банком",""
"passed","Fri Jul 23 11:44:29 GMT 2021","Fri Jul 23 11:44:29 GMT 2021","84","","ru.netology.cases.MainPageTest","","ru.netology.cases.MainPageTest","shouldOpenOnLocalhost","Страница ""Путешествие дня"" доступна по адресу localhost:8080",""
"failed","Fri Jul 23 11:41:23 GMT 2021","Fri Jul 23 11:41:54 GMT 2021","31191","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldApprovedCreditByCardIntoDatabase","После успешной заявки ""Купить в кредит"", данные о платеже со статусом APPROVED сохраняются в базе данных",""
"passed","Fri Jul 23 11:43:18 GMT 2021","Fri Jul 23 11:43:19 GMT 2021","913","","ru.netology.cases.OrderByCredit","","ru.netology.cases.OrderByCredit","shouldNotSendWithNextPeriod","Заявка ""Кредит по данным карты"" не отправляется со значением года далекого будущего периода в поле ""Год""",""
"passed","Fri Jul 23 11:42:59 GMT 2021","Fri Jul 23 11:43:00 GMT 2021","1021","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithPastPeriod","Заявка ""Оплата по карте"" не отправляется со значением года прошлого периода в поле ""Год""",""
"passed","Fri Jul 23 11:42:53 GMT 2021","Fri Jul 23 11:42:58 GMT 2021","5616","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldDeclinedWithInvalidCard","Заявка ""Оплата по карте"", заполненная невалидными данными карты, отклонена банком",""
"failed","Fri Jul 23 11:43:55 GMT 2021","Fri Jul 23 11:44:00 GMT 2021","5109","","ru.netology.cases.OrderByCredit","","ru.netology.cases.OrderByCredit","shouldNotSendWithTooSmallMonth","Заявка ""Кредит по данным карты"" не отправляется со значением месяца, меньше ""01"", в поле ""Месяц""",""
"failed","Fri Jul 23 11:43:19 GMT 2021","Fri Jul 23 11:43:50 GMT 2021","31147","","ru.netology.cases.OrderByCredit","","ru.netology.cases.OrderByCredit","shouldDeclinedWithDeclinedCard","Заявка ""Кредит по данным карты"", заполненная данными карты со статусом Declined отклонена банком",""
"failed","Fri Jul 23 11:44:25 GMT 2021","Fri Jul 23 11:44:29 GMT 2021","4279","","ru.netology.cases.MainPageTest","","ru.netology.cases.MainPageTest","shouldCorrectPresentation","Презентация главной страницы",""
"passed","Fri Jul 23 11:44:08 GMT 2021","Fri Jul 23 11:44:09 GMT 2021","799","","ru.netology.cases.OrderByCredit","","ru.netology.cases.OrderByCredit","shouldNotSendWithPastPeriod","Заявка ""Кредит по данным карты"" не отправляется со значением года прошлого периода в поле ""Год""",""
"passed","Fri Jul 23 11:42:11 GMT 2021","Fri Jul 23 11:42:12 GMT 2021","986","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithNextPeriod","Заявка ""Оплата по карте"" не отправляется со значением года далекого будущего периода в поле ""Год""",""
"passed","Fri Jul 23 11:44:18 GMT 2021","Fri Jul 23 11:44:19 GMT 2021","895","","ru.netology.cases.OrderByCredit","","ru.netology.cases.OrderByCredit","shouldNotSendWithIncorrectCvc","Заявка ""Кредит по данным карты"" не отправляется с невалидным значением в поле ""CVC/CVV""",""
"passed","Fri Jul 23 11:44:09 GMT 2021","Fri Jul 23 11:44:18 GMT 2021","9230","","ru.netology.cases.OrderByCredit","","ru.netology.cases.OrderByCredit","shouldApprovedWithApprovedCard","Заявка ""Кредит по данным карты"", заполненная валидными данными карты со статусом Approved успешно одобрена банком",""
