"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 24 19:47:11 GMT 2021","Sat Jul 24 19:47:16 GMT 2021","5566","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldDeclinedWithInvalidCard","Заявка ""Оплата по карте"", заполненная невалидными данными карты, отклонена банком",""
"passed","Sat Jul 24 19:46:04 GMT 2021","Sat Jul 24 19:46:10 GMT 2021","6092","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldApprovedOrderByCardIntoDatabase","После успешной заявки ""Оплата по карте"", данные о платеже со статусом APPROVED сохраняются в базе данных",""
"failed","Sat Jul 24 19:46:52 GMT 2021","Sat Jul 24 19:46:56 GMT 2021","4749","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendEmptyFields","Пустая форма заявки ""Оплата по карте"" не отправляется в банк",""
"passed","Sat Jul 24 19:48:20 GMT 2021","Sat Jul 24 19:48:26 GMT 2021","5700","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldApprovedWithApprovedCard","Заявка ""Кредит по данным карты"", заполненная валидными данными карты со статусом Approved успешно одобрена банком",""
"failed","Sat Jul 24 19:48:27 GMT 2021","Sat Jul 24 19:48:36 GMT 2021","9309","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithCyrillicOwner","Заявка ""Кредит по данным карты"" не отправляется с символами на кириллице в поле ""Владелец""",""
"passed","Sat Jul 24 19:48:10 GMT 2021","Sat Jul 24 19:48:18 GMT 2021","8161","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldDeclinedWithInvalidCard","Заявка ""Кредит по данным карты"", заполненная невалидными данными карты, отклонена банком",""
"failed","Sat Jul 24 19:47:01 GMT 2021","Sat Jul 24 19:47:11 GMT 2021","9384","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithTooSmallMonth","Заявка ""Оплата по карте"" не отправляется со значением месяца, меньше ""01"", в поле ""Месяц""",""
"failed","Sat Jul 24 19:46:10 GMT 2021","Sat Jul 24 19:46:13 GMT 2021","2794","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldEqualsAmountsApprovedCreditByCardIntoDatabase","После успешной заявки ""Купить в кредит"" сумма платежа равна сумме платежа в базе данных",""
"passed","Sat Jul 24 19:48:26 GMT 2021","Sat Jul 24 19:48:27 GMT 2021","790","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithIncorrectCvc","Заявка ""Кредит по данным карты"" не отправляется с невалидным значением в поле ""CVC/CVV""",""
"failed","Sat Jul 24 19:48:01 GMT 2021","Sat Jul 24 19:48:10 GMT 2021","9401","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithTooSmallMonth","Заявка ""Кредит по данным карты"" не отправляется со значением месяца, меньше ""01"", в поле ""Месяц""",""
"failed","Sat Jul 24 19:46:37 GMT 2021","Sat Jul 24 19:46:52 GMT 2021","14400","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldDeclinedWithDeclinedCard","Заявка ""Оплата по карте"", заполненная данными карты со статусом Declined отклонена банком",""
"failed","Sat Jul 24 19:47:51 GMT 2021","Sat Jul 24 19:47:56 GMT 2021","4629","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendEmptyFields","Пустая форма заявки ""Кредит по данным карты"" не отправляется в банк",""
"failed","Sat Jul 24 19:46:24 GMT 2021","Sat Jul 24 19:46:34 GMT 2021","10152","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldEqualsAmountsApprovedOrderByCardIntoDatabase","После успешной заявки ""Оплата по карте"" сумма платежа равна сумме платежа в базе данных",""
