"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 27 16:28:26 GMT 2021","Tue Jul 27 16:28:27 GMT 2021","982","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithShortCardNumber","Заявка ""Оплата по карте"" не отправляется с невалидным значением в поле ""Номер карты""",""
"passed","Tue Jul 27 16:27:05 GMT 2021","Tue Jul 27 16:27:10 GMT 2021","4449","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldStoreDeclinedCreditByCardIntoDatabase","После отклоненной заявки ""Купить в кредит"", данные о заявке со статусом DECLINED сохраняются в базе данных",""
"failed","Tue Jul 27 16:28:28 GMT 2021","Tue Jul 27 16:28:42 GMT 2021","13286","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldDeclinedWithDeclinedCard","Заявка ""Кредит по данным карты"", заполненная данными карты со статусом Declined отклонена банком",""
"failed","Tue Jul 27 16:28:42 GMT 2021","Tue Jul 27 16:28:47 GMT 2021","4816","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendEmptyFields","Пустая форма заявки ""Кредит по данным карты"" не отправляется в банк",""
"passed","Tue Jul 27 16:29:39 GMT 2021","Tue Jul 27 16:29:39 GMT 2021","95","","ru.netology.cases.MainPageTest","","ru.netology.cases.MainPageTest","shouldOpenOnLocalhost","Страница ""Путешествие дня"" доступна по адресу localhost:8080",""
"passed","Tue Jul 27 16:26:52 GMT 2021","Tue Jul 27 16:26:57 GMT 2021","4958","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldApprovedCreditByCardIntoDatabase","После успешной заявки ""Купить в кредит"", данные о платеже со статусом APPROVED сохраняются в базе данных",""
"passed","Tue Jul 27 16:28:06 GMT 2021","Tue Jul 27 16:28:14 GMT 2021","8180","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldApprovedWithApprovedCard","Заявка ""Оплата по карте"", заполненная валидными данными карты со статусом Approved успешно одобрена банком",""
"failed","Tue Jul 27 16:27:39 GMT 2021","Tue Jul 27 16:27:53 GMT 2021","13909","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithTooSmallMonth","Заявка ""Оплата по карте"" не отправляется со значением месяца, меньше ""01"", в поле ""Месяц""",""
"passed","Tue Jul 27 16:29:34 GMT 2021","Tue Jul 27 16:29:35 GMT 2021","1179","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithShortCardNumber","Заявка ""Кредит по данным карты"" не отправляется с невалидным значением в поле ""Номер карты""",""
"failed","Tue Jul 27 16:27:29 GMT 2021","Tue Jul 27 16:27:34 GMT 2021","4691","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendEmptyFields","Пустая форма заявки ""Оплата по карте"" не отправляется в банк",""
"passed","Tue Jul 27 16:29:20 GMT 2021","Tue Jul 27 16:29:21 GMT 2021","1048","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithIncorrectCvc","Заявка ""Кредит по данным карты"" не отправляется с невалидным значением в поле ""CVC/CVV""",""
"failed","Tue Jul 27 16:28:47 GMT 2021","Tue Jul 27 16:28:52 GMT 2021","5319","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotVisibleValidatedErrorsAfterFillValidData","Ошибки валидации не отображаются при заполнении полей валидными данными",""
"passed","Tue Jul 27 16:26:57 GMT 2021","Tue Jul 27 16:27:05 GMT 2021","8758","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldEqualsAmountsApprovedOrderByCardIntoDatabase","После успешной заявки ""Оплата по карте"" сумма платежа равна сумме платежа в базе данных",""
"failed","Tue Jul 27 16:29:35 GMT 2021","Tue Jul 27 16:29:39 GMT 2021","4265","","ru.netology.cases.MainPageTest","","ru.netology.cases.MainPageTest","shouldCorrectPresentation","Презентация главной страницы",""
"passed","Tue Jul 27 16:28:04 GMT 2021","Tue Jul 27 16:28:05 GMT 2021","1034","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithTooBigMonth","Заявка ""Оплата по карте"" не отправляется со значением месяца, больше ""12"", в поле ""Месяц""",""
"passed","Tue Jul 27 16:28:27 GMT 2021","Tue Jul 27 16:28:28 GMT 2021","1064","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithNextPeriod","Заявка ""Кредит по данным карты"" не отправляется со значением года далекого будущего периода в поле ""Год""",""
"failed","Tue Jul 27 16:28:52 GMT 2021","Tue Jul 27 16:29:03 GMT 2021","11193","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithTooSmallMonth","Заявка ""Кредит по данным карты"" не отправляется со значением месяца, меньше ""01"", в поле ""Месяц""",""
"failed","Tue Jul 27 16:28:15 GMT 2021","Tue Jul 27 16:28:26 GMT 2021","10893","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithCyrillicOwner","Заявка ""Оплата по карте"" не отправляется с символами на кириллице в поле ""Владелец""",""
"passed","Tue Jul 27 16:28:14 GMT 2021","Tue Jul 27 16:28:15 GMT 2021","1074","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithIncorrectCvc","Заявка ""Оплата по карте"" не отправляется с невалидным значением в поле ""CVC/CVV""",""
"passed","Tue Jul 27 16:29:09 GMT 2021","Tue Jul 27 16:29:10 GMT 2021","983","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithTooBigMonth","Заявка ""Кредит по данным карты"" не отправляется со значением месяца, больше ""12"", в поле ""Месяц""",""
"passed","Tue Jul 27 16:26:26 GMT 2021","Tue Jul 27 16:26:36 GMT 2021","9901","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldApprovedOrderByCardIntoDatabase","После успешной заявки ""Оплата по карте"", данные о платеже со статусом APPROVED сохраняются в базе данных",""
"passed","Tue Jul 27 16:29:03 GMT 2021","Tue Jul 27 16:29:09 GMT 2021","5446","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldDeclinedWithInvalidCard","Заявка ""Кредит по данным карты"", заполненная невалидными данными карты, отклонена банком",""
