"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jul 27 15:32:14 GMT 2021","Tue Jul 27 15:32:15 GMT 2021","139","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldEqualsAmountsApprovedCreditByCardIntoDatabase","После успешной заявки ""Купить в кредит"" сумма платежа равна сумме платежа в базе данных",""
"broken","Tue Jul 27 15:32:19 GMT 2021","Tue Jul 27 15:32:19 GMT 2021","127","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithPastPeriod","Заявка ""Кредит по данным карты"" не отправляется со значением года прошлого периода в поле ""Год""",""
"broken","Tue Jul 27 15:32:16 GMT 2021","Tue Jul 27 15:32:16 GMT 2021","130","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithPastPeriod","Заявка ""Оплата по карте"" не отправляется со значением года прошлого периода в поле ""Год""",""
"broken","Tue Jul 27 15:32:15 GMT 2021","Tue Jul 27 15:32:15 GMT 2021","146","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldApprovedCreditByCardIntoDatabase","После успешной заявки ""Купить в кредит"", данные о платеже со статусом APPROVED сохраняются в базе данных",""
"broken","Tue Jul 27 15:32:20 GMT 2021","Tue Jul 27 15:32:20 GMT 2021","145","","ru.netology.cases.MainPageTest","","ru.netology.cases.MainPageTest","shouldCorrectPresentation","Презентация главной страницы",""
"broken","Tue Jul 27 15:32:16 GMT 2021","Tue Jul 27 15:32:16 GMT 2021","126","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithTooSmallMonth","Заявка ""Оплата по карте"" не отправляется со значением месяца, меньше ""01"", в поле ""Месяц""",""
"broken","Tue Jul 27 15:32:20 GMT 2021","Tue Jul 27 15:32:20 GMT 2021","134","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithShortCardNumber","Заявка ""Кредит по данным карты"" не отправляется с невалидным значением в поле ""Номер карты""",""
"broken","Tue Jul 27 15:32:16 GMT 2021","Tue Jul 27 15:32:16 GMT 2021","128","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithTooBigMonth","Заявка ""Оплата по карте"" не отправляется со значением месяца, больше ""12"", в поле ""Месяц""",""
"broken","Tue Jul 27 15:32:16 GMT 2021","Tue Jul 27 15:32:16 GMT 2021","134","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotVisibleValidatedErrorsAfterFillValidData","Ошибки валидации не отображаются при заполнении полей валидными данными",""
"broken","Tue Jul 27 15:32:16 GMT 2021","Tue Jul 27 15:32:17 GMT 2021","142","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldApprovedWithApprovedCard","Заявка ""Оплата по карте"", заполненная валидными данными карты со статусом Approved успешно одобрена банком",""
"broken","Tue Jul 27 15:32:17 GMT 2021","Tue Jul 27 15:32:18 GMT 2021","126","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotVisibleValidatedErrorsAfterFillValidData","Ошибки валидации не отображаются при заполнении полей валидными данными",""
"broken","Tue Jul 27 15:32:16 GMT 2021","Tue Jul 27 15:32:16 GMT 2021","141","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldDeclinedWithInvalidCard","Заявка ""Оплата по карте"", заполненная невалидными данными карты, отклонена банком",""
"broken","Tue Jul 27 15:32:17 GMT 2021","Tue Jul 27 15:32:17 GMT 2021","132","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithCyrillicOwner","Заявка ""Оплата по карте"" не отправляется с символами на кириллице в поле ""Владелец""",""
"broken","Tue Jul 27 15:32:15 GMT 2021","Tue Jul 27 15:32:15 GMT 2021","176","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithNextPeriod","Заявка ""Оплата по карте"" не отправляется со значением года далекого будущего периода в поле ""Год""",""
"broken","Tue Jul 27 15:32:15 GMT 2021","Tue Jul 27 15:32:16 GMT 2021","139","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldDeclinedWithDeclinedCard","Заявка ""Оплата по карте"", заполненная данными карты со статусом Declined отклонена банком",""
"broken","Tue Jul 27 15:32:17 GMT 2021","Tue Jul 27 15:32:17 GMT 2021","149","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithNextPeriod","Заявка ""Кредит по данным карты"" не отправляется со значением года далекого будущего периода в поле ""Год""",""
"broken","Tue Jul 27 15:32:17 GMT 2021","Tue Jul 27 15:32:17 GMT 2021","130","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendEmptyFields","Пустая форма заявки ""Кредит по данным карты"" не отправляется в банк",""
"broken","Tue Jul 27 15:32:14 GMT 2021","Tue Jul 27 15:32:14 GMT 2021","335","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldApprovedOrderByCardIntoDatabase","После успешной заявки ""Оплата по карте"", данные о платеже со статусом APPROVED сохраняются в базе данных",""
"broken","Tue Jul 27 15:32:15 GMT 2021","Tue Jul 27 15:32:15 GMT 2021","207","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldStoreDeclinedCreditByCardIntoDatabase","После отклоненной заявки ""Купить в кредит"", данные о заявке со статусом DECLINED сохраняются в базе данных",""
"broken","Tue Jul 27 15:32:17 GMT 2021","Tue Jul 27 15:32:17 GMT 2021","139","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithIncorrectCvc","Заявка ""Оплата по карте"" не отправляется с невалидным значением в поле ""CVC/CVV""",""
"broken","Tue Jul 27 15:32:18 GMT 2021","Tue Jul 27 15:32:18 GMT 2021","141","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithTooSmallMonth","Заявка ""Кредит по данным карты"" не отправляется со значением месяца, меньше ""01"", в поле ""Месяц""",""
"broken","Tue Jul 27 15:32:19 GMT 2021","Tue Jul 27 15:32:19 GMT 2021","128","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldApprovedWithApprovedCard","Заявка ""Кредит по данным карты"", заполненная валидными данными карты со статусом Approved успешно одобрена банком",""
